from,to,cost
1802838360064,1456846131486,9262.6
1802838360064,1685356761378,16214.3
1004419350530,1802838360064,8701.6
1004419350530,1004419350530,0.0
1004419350530,1144134225924,6798.0
1004419350530,1802838360069,25129.9
1004419350530,1490313293830,4523.2
1004419350530,1144042225671,9426.6
1004419350530,1742015328264,10157.6
1004419350530,1490313293833,5459.8
1004419350530,1144134225930,6324.4
1004419350530,1490405294091,11094.6
1004419350530,1490405294092,12297.5
1004419350530,1462215565325,11229.5
1004419350530,1490405294094,10778.3
1004419350530,1004419350543,13041.6
1004419350530,1135895695377,4624.1
1004419350530,1135895695378,8174.5
1004419350530,1135895695379,6953.8
1004419350530,1219770920980,13688.5
1004419350530,1219770920981,11736.5
1004419350530,1219770920982,10586.1
1004419350530,1219770920987,5135.6
1004419350530,1004419350533,10114.7
1004419350530,1097755299874,6267.0
1004419350530,1816743105992,10828.6
1004419350530,1097755299878,5536.1
1004419350530,1193926869031,18856.4
1004419350530,1715551531049,20426.9
1004419350530,1530526683180,20014.0
1004419350530,1490313293832,8104.1
1004419350530,1246623348062,11719.2
1004419350530,1090062225467,13736.7
1004419350530,1010273771530,13697.6
1004419350530,1090062225471,14732.3
1004419350530,1139095601216,15118.6
1004419350530,1014460024160,18218.4
1004419350530,1097746299873,10866.6
1004419350530,1139095601220,18532.1
1004419350530,1139095601221,14477.2
1004419350530,1247363944520,18250.1
1004419350530,1020349775952,5793.5
1004419350530,1275447570513,5888.2
1004419350530,1405259086613,17098.3
1004419350530,1163733777081,24020.9
1004419350530,1020349775962,8875.5
1004419350530,1020349775963,8903.7
1004419350530,1553853018204,3734.0
1004419350530,1614291955806,21569.9
1004419350530,1462215565411,4950.0
1004419350530,1004575350884,3875.0
1004419350530,1004575350887,1200.5
1004419350530,1383874560104,6532.6
1004419350530,1383874560105,5506.8
1004419350530,1383874560107,15712.9
1004419350530,1383874560108,5108.3
1004419350530,1004575350894,11016.5
1004419350530,1462215565423,22744.2
1004419350530,1886707693637,15202.5
1004419350530,1014342023870,19885.8
1004419350530,1219640920767,24588.0
1004419350530,1493049335933,6687.2
1004419350530,1401351831678,21642.7
1004419350530,1052227772484,6529.7
1004419350530,1014453024108,4850.4
1004419350530,1472435290252,13517.8
1004419350530,1490391294096,10307.7
1004419350530,1490391294097,9242.8
1004419350530,1490299293844,6274.5
1004419350530,1490299293845,11415.8
1004419350530,1490391294103,6821.9
1004419350530,1490299293848,13814.5
1004419350530,1490299293849,8524.4
1004419350530,1135881695392,9420.5
1004419350530,1135881695396,10436.6
1004419350530,1135881695397,3705.5
1004419350530,1135881695399,14580.6
1004419350530,1068860551339,20555.4
1004419350530,1135881695405,8711.4
1004419350530,1105771892916,22289.7
1004419350530,1320910495929,7401.9
1004419350530,1120779890874,13235.9
1004419350530,1120779890875,12405.7
1004419350530,1322273546428,19586.2
1004419350530,1105771892925,16373.5
1004419350530,1120779890879,12194.1
1004419350530,1779716960449,30543.4
1004419350530,1301710983366,5251.0
1004419350530,1779808960717,13475.0
1004419350530,1721316282576,15495.4
1004419350530,1247257944275,19691.7
1004419350530,1721316282585,15495.3
1004419350530,1490285293790,11872.1
1004419350530,1246623348091,15214.8
1004419350530,1934392705252,13825.4
1004419350530,1934392705255,11293.4
1004419350530,1934392705259,5064.3
1004419350530,1882889679084,10358.1
1004419350530,1042010452212,29254.5
1004419350530,1503103983864,28463.5
1004419350530,1503103983865,24925.8
1004419350530,1503103983868,24328.7
1004419350530,1503103983870,23478.6
1004419350530,1097883300101,4592.3
1004419350530,1097883300103,7370.5
1004419350530,1710456856841,4821.9
1004419350530,1675731638999,11679.2
1004419350530,1710456856844,5212.3
1004419350530,1883038679309,22647.2
1004419350530,1710456856846,7322.7
1004419350530,1710456856847,11092.3
1004419350530,1252495663379,9299.3
1004419350530,1252278214932,8365.8
1004419350530,1252495663381,14630.2
1004419350530,1111945150745,8173.4
1004419350530,1111945150747,7715.0
1004419350530,1456846131486,18524.6
1004419350530,1685356761378,6224.8
1144134225924,1802838360064,14303.1
1144134225924,1004419350530,8744.2
1144134225924,1144134225924,0.0
1144134225924,1802838360069,29601.1
1144134225924,1490313293830,4214.0
1144134225924,1144042225671,8430.0
1144134225924,1742015328264,9875.1
1144134225924,1490313293833,3394.0
1144134225924,1144134225930,9553.5
1144134225924,1490405294091,13259.9
1144134225924,1490405294092,13705.3
1144134225924,1462215565325,11003.4
1144134225924,1490405294094,12186.0
1144134225924,1004419350543,12287.5
1144134225924,1135895695377,9995.4
1144134225924,1135895695378,10085.5
1144134225924,1135895695379,12555.3
1144134225924,1219770920980,9326.6
1144134225924,1219770920981,6700.4
1144134225924,1219770920982,10019.9
1144134225924,1219770920987,4890.0
1144134225924,1004419350533,9118.1
1144134225924,1097755299874,7280.1
1144134225924,1816743105992,11260.6
1144134225924,1097755299878,8625.6
1144134225924,1193926869031,22978.4
1144134225924,1715551531049,24898.1
1144134225924,1530526683180,18964.2
1144134225924,1490313293832,6684.3
1144134225924,1246623348062,15321.9
1144134225924,1090062225467,13454.1
1144134225924,1010273771530,15105.4
1144134225924,1090062225471,14449.8
1144134225924,1139095601216,13883.1
1144134225924,1014460024160,21096.2
1144134225924,1097746299873,9962.4
1144134225924,1139095601220,19939.8
1144134225924,1139095601221,15885.0
1144134225924,1247363944520,22372.0
1144134225924,1020349775952,11395.1
1144134225924,1275447570513,2378.9
1144134225924,1405259086613,21220.2
1144134225924,1163733777081,22785.4
1144134225924,1020349775962,8679.3
1144134225924,1020349775963,8621.1
1144134225924,1553853018204,7711.1
1144134225924,1614291955806,25172.5
1144134225924,1462215565411,6090.0
1144134225924,1004575350884,2833.1
1144134225924,1004575350887,7768.3
1144134225924,1383874560104,12134.2
1144134225924,1383874560105,7523.8
1144134225924,1383874560107,19472.6
1144134225924,1383874560108,10709.8
1144134225924,1004575350894,10790.4
1144134225924,1462215565423,26866.1
1144134225924,1886707693637,19976.0
1144134225924,1014342023870,21293.6
1144134225924,1219640920767,23371.9
1144134225924,1493049335933,12387.8
1144134225924,1401351831678,19496.0
1144134225924,1052227772484,6303.6
1144134225924,1014453024108,5990.4
1144134225924,1472435290252,16999.2
1144134225924,1490391294096,7399.1
1144134225924,1490391294097,8246.2
1144134225924,1490299293844,2216.8
1144134225924,1490299293845,11189.7
1144134225924,1490391294103,10597.6
1144134225924,1490299293848,13062.5
1144134225924,1490299293849,9537.6
1144134225924,1135881695392,10369.8
1144134225924,1135881695396,14558.5
1144134225924,1135881695397,9406.1
1144134225924,1135881695399,18702.5
1144134225924,1068860551339,19505.5
1144134225924,1135881695405,12314.1
1144134225924,1105771892916,25892.4
1144134225924,1320910495929,11523.8
1144134225924,1120779890874,12077.8
1144134225924,1120779890875,12123.2
1144134225924,1322273546428,16129.2
1144134225924,1105771892925,20495.4
1144134225924,1120779890879,11911.6
1144134225924,1779716960449,27566.3
1144134225924,1301710983366,5967.5
1144134225924,1779808960717,10906.9
1144134225924,1721316282576,15382.9
1144134225924,1247257944275,24969.4
1144134225924,1721316282585,15382.9
1144134225924,1490285293790,11646.0
1144134225924,1246623348091,19988.2
1144134225924,1934392705252,7294.9
1144134225924,1934392705255,11725.5
1144134225924,1934392705259,2099.9
1144134225924,1882889679084,9817.6
1144134225924,1042010452212,33376.4
1144134225924,1503103983864,32585.5
1144134225924,1503103983865,30917.3
1144134225924,1503103983868,28450.7
1144134225924,1503103983870,29470.0
1144134225924,1097883300101,7606.5
1144134225924,1097883300103,3642.4
1144134225924,1710456856841,4576.3
1144134225924,1675731638999,16754.4
1144134225924,1710456856844,4851.2
1144134225924,1883038679309,28108.9
1144134225924,1710456856846,7096.5
1144134225924,1710456856847,10866.2
1144134225924,1252495663379,14900.8
1144134225924,1252278214932,7605.6
1144134225924,1252495663381,18752.1
1144134225924,1111945150745,11776.1
1144134225924,1111945150747,8393.0
1144134225924,1456846131486,22646.5
1144134225924,1685356761378,1137.9
1802838360069,1802838360064,16419.3
1802838360069,1004419350530,23750.1
1802838360069,1144134225924,30538.4
1802838360069,1802838360069,0.0
1802838360069,1490313293830,27183.4
1802838360069,1144042225671,28314.9
1802838360069,1742015328264,30350.7
1802838360069,1490313293833,28787.9
1802838360069,1144134225930,20371.9
1802838360069,1490405294091,17389.7
1802838360069,1490405294092,23284.9
1802838360069,1462215565325,26192.4
1802838360069,1490405294094,22083.0
1802838360069,1004419350543,27211.7
1802838360069,1135895695377,20553.4
1802838360069,1135895695378,22061.9
1802838360069,1135895695379,18159.1
1802838360069,1219770920980,34115.5
1802838360069,1219770920981,34504.1
1802838360069,1219770920982,29092.7
1802838360069,1219770920987,28463.7
1802838360069,1004419350533,26898.1
1802838360069,1097755299874,26203.4
1802838360069,1816743105992,28107.7
1802838360069,1097755299878,22220.2
1802838360069,1193926869031,6877.1
1802838360069,1715551531049,5671.4
1802838360069,1530526683180,23299.1
1802838360069,1490313293832,30835.5
1802838360069,1246623348062,15046.1
1802838360069,1090062225467,25457.6
1802838360069,1010273771530,18527.4
1802838360069,1090062225471,30081.7
1802838360069,1139095601216,26937.7
1802838360069,1014460024160,15356.5
1802838360069,1097746299873,22471.9
1802838360069,1139095601220,15907.6
1802838360069,1139095601221,19558.5
1802838360069,1247363944520,9209.6
1802838360069,1020349775952,19295.9
1802838360069,1275447570513,30328.8
1802838360069,1405259086613,8425.9
1802838360069,1163733777081,35840.0
1802838360069,1020349775962,23572.0
1802838360069,1020349775963,24250.2
1802838360069,1553853018204,23389.1
1802838360069,1614291955806,5150.6
1802838360069,1462215565411,25088.7
1802838360069,1004575350884,27203.2
1802838360069,1004575350887,22634.5
1802838360069,1383874560104,18475.8
1802838360069,1383874560105,23488.8
1802838360069,1383874560107,14060.6
1802838360069,1383874560108,19852.6
1802838360069,1004575350894,25986.8
1802838360069,1462215565423,13625.2
1802838360069,1886707693637,11928.9
1802838360069,1014342023870,16219.9
1802838360069,1219640920767,25265.9
1802838360069,1493049335933,17977.3
1802838360069,1401351831678,23819.8
1802838360069,1052227772484,28202.6
1802838360069,1014453024108,26660.8
1802838360069,1472435290252,16284.7
1802838360069,1490391294096,30052.8
1802838360069,1490391294097,28131.1
1802838360069,1490299293844,30396.8
1802838360069,1490299293845,25030.2
1802838360069,1490391294103,20160.4
1802838360069,1490299293848,26941.5
1802838360069,1490299293849,23416.9
1802838360069,1135881695392,20381.4
1802838360069,1135881695396,19360.2
1802838360069,1135881695397,21279.0
1802838360069,1135881695399,12928.2
1802838360069,1068860551339,24230.9
1802838360069,1135881695405,18858.6
1802838360069,1105771892916,4910.5
1802838360069,1320910495929,19415.1
1802838360069,1120779890874,25067.8
1802838360069,1120779890875,29531.9
1802838360069,1322273546428,40576.0
1802838360069,1105771892925,12896.3
1802838360069,1120779890879,29139.1
1802838360069,1779716960449,42018.1
1802838360069,1301710983366,25187.4
1802838360069,1779808960717,33478.8
1802838360069,1721316282576,24477.6
1802838360069,1247257944275,6306.9
1802838360069,1721316282585,24477.6
1802838360069,1490285293790,27027.5
1802838360069,1246623348091,11956.9
1802838360069,1934392705252,34759.0
1802838360069,1934392705255,27906.3
1802838360069,1934392705259,29240.3
1802838360069,1882889679084,28864.6
1802838360069,1042010452212,16817.0
1802838360069,1503103983864,12278.7
1802838360069,1503103983865,4151.3
1802838360069,1503103983868,11891.3
1802838360069,1503103983870,2980.1
1802838360069,1097883300101,23671.0
1802838360069,1097883300103,31565.1
1802838360069,1710456856841,26986.2
1802838360069,1675731638999,17410.7
1802838360069,1710456856844,28540.5
1802838360069,1883038679309,5440.2
1802838360069,1710456856846,29366.8
1802838360069,1710456856847,26062.6
1802838360069,1252495663379,15546.4
1802838360069,1252278214932,23791.0
1802838360069,1252495663381,12466.5
1802838360069,1111945150745,18320.6
1802838360069,1111945150747,23098.1
1802838360069,1456846131486,8425.8
1802838360069,1685356761378,29834.5
1490313293830,1802838360064,11803.7
1490313293830,1004419350530,6244.7
1490313293830,1144134225924,4861.0
1490313293830,1802838360069,27569.0
1490313293830,1490313293830,0.0
1490313293830,1144042225671,12066.8
1490313293830,1742015328264,6541.1
1490313293830,1490313293833,5841.9
1490313293830,1144134225930,9967.8
1490313293830,1490405294091,14637.4
1490313293830,1490405294092,16773.4
1490313293830,1462215565325,13869.7
1490313293830,1490405294094,15254.2
1490313293830,1004419350543,15540.3
1490313293830,1135895695377,7954.1
1490313293830,1135895695378,8053.5
1490313293830,1135895695379,10055.9
1490313293830,1219770920980,12579.4
1490313293830,1219770920981,9620.0
1490313293830,1219770920982,13272.7
1490313293830,1219770920987,7337.9
1490313293830,1004419350533,12754.9
1490313293830,1097755299874,10742.9
1490313293830,1816743105992,13468.7
1490313293830,1097755299878,9179.5
1490313293830,1193926869031,20478.9
1490313293830,1715551531049,22866.1
1490313293830,1530526683180,22216.9
1490313293830,1490313293832,9132.2
1490313293830,1246623348062,13446.0
1490313293830,1090062225467,8766.7
1490313293830,1010273771530,18173.5
1490313293830,1090062225471,11117.5
1490313293830,1139095601216,17135.9
1490313293830,1014460024160,23962.6
1490313293830,1097746299873,15342.5
1490313293830,1139095601220,23915.2
1490313293830,1139095601221,18953.1
1490313293830,1247363944520,19872.6
1490313293830,1020349775952,8895.7
1490313293830,1275447570513,5221.7
1490313293830,1405259086613,18720.8
1490313293830,1163733777081,26038.2
1490313293830,1020349775962,5257.3
1490313293830,1020349775963,5285.5
1490313293830,1553853018204,7928.8
1490313293830,1614291955806,23438.3
1490313293830,1462215565411,8537.9
1490313293830,1004575350884,4553.3
1490313293830,1004575350887,5268.8
1490313293830,1383874560104,9634.8
1490313293830,1383874560105,5482.5
1490313293830,1383874560107,17335.4
1490313293830,1383874560108,8210.4
1490313293830,1004575350894,13656.7
1490313293830,1462215565423,24366.7
1490313293830,1886707693637,16825.0
1490313293830,1014342023870,16614.0
1490313293830,1219640920767,26624.7
1490313293830,1493049335933,9888.4
1490313293830,1401351831678,18027.9
1490313293830,1052227772484,9169.9
1490313293830,1014453024108,8438.3
1490313293830,1472435290252,15140.3
1490313293830,1490391294096,10651.9
1490313293830,1490391294097,11883.0
1490313293830,1490299293844,5136.4
1490313293830,1490299293845,14056.0
1490313293830,1490391294103,10216.9
1490313293830,1490299293848,16315.3
1490313293830,1490299293849,13000.3
1490313293830,1135881695392,8337.8
1490313293830,1135881695396,12059.1
1490313293830,1135881695397,6906.7
1490313293830,1135881695399,16203.1
1490313293830,1068860551339,22758.3
1490313293830,1135881695405,10438.3
1490313293830,1105771892916,24016.5
1490313293830,1320910495929,9024.4
1490313293830,1120779890874,8614.1
1490313293830,1120779890875,8790.9
1490313293830,1322273546428,19382.0
1490313293830,1105771892925,17996.0
1490313293830,1120779890879,8579.4
1490313293830,1779716960449,31987.8
1490313293830,1301710983366,8415.4
1490313293830,1779808960717,14159.7
1490313293830,1721316282576,18135.5
1490313293830,1247257944275,21314.2
1490313293830,1721316282585,18135.5
1490313293830,1490285293790,14512.3
1490313293830,1246623348091,16837.3
1490313293830,1934392705252,10214.5
1490313293830,1934392705255,13933.6
1490313293830,1934392705259,4313.0
1490313293830,1882889679084,13070.4
1490313293830,1042010452212,30877.0
1490313293830,1503103983864,30086.0
1490313293830,1503103983865,26548.3
1490313293830,1503103983868,25951.3
1490313293830,1503103983870,25101.1
1490313293830,1097883300101,8235.7
1490313293830,1097883300103,6704.0
1490313293830,1710456856841,7024.2
1490313293830,1675731638999,15322.6
1490313293830,1710456856844,7299.1
1490313293830,1883038679309,24269.7
1490313293830,1710456856846,9962.9
1490313293830,1710456856847,13732.5
1490313293830,1252495663379,12401.4
1490313293830,1252278214932,4161.2
1490313293830,1252495663381,16252.7
1490313293830,1111945150745,9900.3
1490313293830,1111945150747,6361.0
1490313293830,1456846131486,20147.1
1490313293830,1685356761378,4309.2
1144042225671,1802838360064,10676.2
1144042225671,1004419350530,7868.9
1144042225671,1144134225924,9632.9
1144042225671,1802838360069,27483.5
1144042225671,1490313293830,11420.3
1144042225671,1144042225671,0.0
1144042225671,1742015328264,17054.7
1144042225671,1490313293833,6914.3
1144042225671,1144134225930,6062.2
1144042225671,1490405294091,9127.3
1144042225671,1490405294092,4648.3
1144042225671,1462215565325,4248.3
1144042225671,1490405294094,5000.4
1144042225671,1004419350543,6052.0
1144042225671,1135895695377,9361.7
1144042225671,1135895695378,15552.6
1144042225671,1135895695379,8843.5
1144042225671,1219770920980,7963.3
1144042225671,1219770920981,8114.4
1144042225671,1219770920982,4312.8
1144042225671,1219770920987,4717.4
1144042225671,1004419350533,2059.6
1144042225671,1097755299874,2045.6
1144042225671,1816743105992,4398.9
1144042225671,1097755299878,5134.8
1144042225671,1193926869031,21210.0
1144042225671,1715551531049,22780.5
1144042225671,1530526683180,13032.8
1144042225671,1490313293832,4273.2
1144042225671,1246623348062,14579.9
1144042225671,1090062225467,20633.8
1144042225671,1010273771530,7919.8
1144042225671,1090062225471,21629.4
1144042225671,1139095601216,7817.0
1144042225671,1014460024160,14341.1
1144042225671,1097746299873,5088.8
1144042225671,1139095601220,12754.2
1144042225671,1139095601221,8699.4
1144042225671,1247363944520,20603.7
1144042225671,1020349775952,7683.3
1144042225671,1275447570513,6908.6
1144042225671,1405259086613,19451.9
1144042225671,1163733777081,16719.3
1144042225671,1020349775962,15772.6
1144042225671,1020349775963,15800.8
1144042225671,1553853018204,6087.6
1144042225671,1614291955806,24169.4
1144042225671,1462215565411,3826.9
1144042225671,1004575350884,6976.7
1144042225671,1004575350887,7699.9
1144042225671,1383874560104,8422.4
1144042225671,1383874560105,12608.5
1144042225671,1383874560107,18066.5
1144042225671,1383874560108,8879.2
1144042225671,1004575350894,4026.9
1144042225671,1462215565423,17310.1
1144042225671,1886707693637,17556.1
1144042225671,1014342023870,14108.0
1144042225671,1219640920767,17606.8
1144042225671,1493049335933,8642.2
1144042225671,1401351831678,24589.5
1144042225671,1052227772484,3036.0
1144042225671,1014453024108,4005.2
1144042225671,1472435290252,15871.4
1144042225671,1490391294096,4766.8
1144042225671,1490391294097,436.3
1144042225671,1490299293844,7662.7
1144042225671,1490299293845,4426.2
1144042225671,1490391294103,7037.9
1144042225671,1490299293848,6833.3
1144042225671,1490299293849,3962.1
1144042225671,1135881695392,16798.6
1144042225671,1135881695396,12790.2
1144042225671,1135881695397,6085.9
1144042225671,1135881695399,16934.2
1144042225671,1068860551339,13574.2
1144042225671,1135881695405,16089.6
1144042225671,1105771892916,24347.4
1144042225671,1320910495929,9755.5
1144042225671,1120779890874,19653.7
1144042225671,1120779890875,19302.8
1144042225671,1322273546428,14130.0
1144042225671,1105771892925,16472.7
1144042225671,1120779890879,19091.2
1144042225671,1779716960449,22899.1
1144042225671,1301710983366,3925.6
1144042225671,1779808960717,7201.6
1144042225671,1721316282576,7561.7
1144042225671,1247257944275,22045.3
1144042225671,1721316282585,7561.7
1144042225671,1490285293790,2980.8
1144042225671,1246623348091,17568.4
1144042225671,1934392705252,8369.2
1144042225671,1934392705255,4863.8
1144042225671,1934392705259,8276.1
1144042225671,1882889679084,4084.7
1144042225671,1042010452212,31608.1
1144042225671,1503103983864,30817.1
1144042225671,1503103983865,27279.4
1144042225671,1503103983868,26682.4
1144042225671,1503103983870,25832.2
1144042225671,1097883300101,4155.7
1144042225671,1097883300103,7638.0
1144042225671,1710456856841,4105.7
1144042225671,1675731638999,9568.8
1144042225671,1710456856844,5082.3
1144042225671,1883038679309,25000.8
1144042225671,1710456856846,3249.9
1144042225671,1710456856847,4102.7
1144042225671,1252495663379,11273.9
1144042225671,1252278214932,15176.4
1144042225671,1252495663381,16983.8
1144042225671,1111945150745,15551.6
1144042225671,1111945150747,14742.3
1144042225671,1456846131486,20878.2
1144042225671,1685356761378,10483.7
1742015328264,1802838360064,16622.5
1742015328264,1004419350530,11063.5
1742015328264,1144134225924,11019.7
1742015328264,1802838360069,29593.0
1742015328264,1490313293830,7695.4
1742015328264,1144042225671,17610.3
1742015328264,1742015328264,0.0
1742015328264,1490313293833,11825.1
1742015328264,1144134225930,14786.6
1742015328264,1490405294091,19456.2
1742015328264,1490405294092,21592.2
1742015328264,1462215565325,19413.2
1742015328264,1490405294094,20073.0
1742015328264,1004419350543,20942.9
1742015328264,1135895695377,9982.2
1742015328264,1135895695378,10125.1
1742015328264,1135895695379,14874.7
1742015328264,1219770920980,19742.9
1742015328264,1219770920981,16954.7
1742015328264,1219770920982,18675.3
1742015328264,1219770920987,13319.3
1742015328264,1004419350533,18298.4
1742015328264,1097755299874,15561.7
1742015328264,1816743105992,19012.3
1742015328264,1097755299878,13998.3
1742015328264,1193926869031,23189.3
1742015328264,1715551531049,24890.0
1742015328264,1530526683180,27619.6
1742015328264,1490313293832,15745.2
1742015328264,1246623348062,15308.8
1742015328264,1090062225467,2979.5
1742015328264,1010273771530,22992.3
1742015328264,1090062225471,4795.3
1742015328264,1139095601216,22538.5
1742015328264,1014460024160,27993.9
1742015328264,1097746299873,20161.3
1742015328264,1139095601220,26625.6
1742015328264,1139095601221,23771.9
1742015328264,1247363944520,22583.0
1742015328264,1020349775952,13714.5
1742015328264,1275447570513,10810.0
1742015328264,1405259086613,21713.2
1742015328264,1163733777081,31440.8
1742015328264,1020349775962,5092.8
1742015328264,1020349775963,5121.0
1742015328264,1553853018204,12747.6
1742015328264,1614291955806,25159.4
1742015328264,1462215565411,14447.0
1742015328264,1004575350884,10075.0
1742015328264,1004575350887,10087.6
1742015328264,1383874560104,14453.6
1742015328264,1383874560105,7510.7
1742015328264,1383874560107,20045.8
1742015328264,1383874560108,13029.2
1742015328264,1004575350894,19200.2
1742015328264,1462215565423,27077.1
1742015328264,1886707693637,19535.4
1742015328264,1014342023870,21802.6
1742015328264,1219640920767,34869.3
1742015328264,1493049335933,14707.2
1742015328264,1401351831678,13270.2
1742015328264,1052227772484,14713.4
1742015328264,1014453024108,14419.7
1742015328264,1472435290252,16815.2
1742015328264,1490391294096,16054.6
1742015328264,1490391294097,17426.5
1742015328264,1490299293844,10878.1
1742015328264,1490299293845,19599.6
1742015328264,1490391294103,15035.7
1742015328264,1490299293848,21717.9
1742015328264,1490299293849,17819.1
1742015328264,1135881695392,10361.7
1742015328264,1135881695396,14774.9
1742015328264,1135881695397,11725.5
1742015328264,1135881695399,18913.5
1742015328264,1068860551339,28160.9
1742015328264,1135881695405,12301.0
1742015328264,1105771892916,25879.3
1742015328264,1320910495929,11734.8
1742015328264,1120779890874,9453.2
1742015328264,1120779890875,1310.2
1742015328264,1322273546428,20258.5
1742015328264,1105771892925,20706.4
1742015328264,1120779890879,917.4
1742015328264,1779716960449,33899.8
1742015328264,1301710983366,14328.1
1742015328264,1779808960717,19562.3
1742015328264,1721316282576,23679.1
1742015328264,1247257944275,24961.3
1742015328264,1721316282585,23679.1
1742015328264,1490285293790,20055.8
1742015328264,1246623348091,19547.7
1742015328264,1934392705252,16917.5
1742015328264,1934392705255,19477.1
1742015328264,1934392705259,9721.5
1742015328264,1882889679084,18473.0
1742015328264,1042010452212,33587.4
1742015328264,1503103983864,32796.4
1742015328264,1503103983865,29258.7
1742015328264,1503103983868,28661.7
1742015328264,1503103983870,27811.5
1742015328264,1097883300101,13054.5
1742015328264,1097883300103,12046.3
1742015328264,1710456856841,13005.6
1742015328264,1675731638999,20141.4
1742015328264,1710456856844,13396.0
1742015328264,1883038679309,26980.1
1742015328264,1710456856846,15506.4
1742015328264,1710456856847,19276.0
1742015328264,1252495663379,16978.1
1742015328264,1252278214932,6189.3
1742015328264,1252495663381,18963.1
1742015328264,1111945150745,11763.0
1742015328264,1111945150747,7211.8
1742015328264,1456846131486,22857.5
1742015328264,1685356761378,10315.7
1490313293833,1802838360064,12973.8
1490313293833,1004419350530,5550.9
1490313293833,1144134225924,2239.4
1490313293833,1802838360069,28406.4
1490313293833,1490313293830,6046.4
1490313293833,1144042225671,5787.8
1490313293833,1742015328264,11680.8
1490313293833,1490313293833,0.0
1490313293833,1144134225930,8367.2
1490313293833,1490405294091,12540.3
1490313293833,1490405294092,11164.7
